Year,Month,Chinese Entity,Quantity in Millions,Share Size,Transaction Party,Sector,Subsector,Country,Region,OBOR
2014,December,Shanghai Greenland,"$2,790 ",70%,Forest City Ratner,Real estate,Property,United States,USA,0
2014,December,Dalian Wanda,$900 ,,,Real estate,Property,United States,USA,0
2014,December,Bank of China,$600 ,,,Real estate,Property,United States,USA,0
2014,December,Baidu,$600 ,,Uber,Transport,Autos,United States,USA,0
2014,December,Sichuan Xinglida,$160 ,,,Tourism,,United States,USA,0
2014,December,Shandong Hi-Speed,$190 ,25%,Friedmann Pacific Asset Management,Transport,Aviation,France,Europe,0
2014,December,China Communications Construction,$790 ,,John Holland,Transport,,Australia,Australia,0
2014,December,Three Gorges,$140 ,49%,EDP,Energy,Alternative,Brazil,South America,0
2014,December,Guanzhou Dongsong,$620 ,,,Chemicals,,Uganda,Sub-Saharan Africa,0
2014,December,Fosun,"$1,130 ",54%,Club Med,Tourism,,France,Europe,0
2014,December,"Jiangsu Changjiang, Semiconductor Manufacturing International, IC Fund","$1,660 ",100%,STATS ChipPAC,Technology,,Singapore,East Asia,1
2014,December,Taikang Life,$300 ,,AGC,Real estate,Property,United Kingdom,Europe,0
2014,December,Guodian,$150 ,,,Energy,Alternative,Canada,North America,0
2014,December,Ctrip,$160 ,100%,Travelfusion,Tourism,,United Kingdom,Europe,0
2014,December,Yunnan Dongyan,$130 ,"75%, 5%","Lao State Fuel, Lao-China Joint Investment",Energy,Oil,Laos,East Asia,1
2014,December,CIC,$190 ,8%,EP Energy,Energy,,United States,USA,0
2015,January,China Railway Engineering,$110 ,,,Agriculture,,Nepal,West Asia,1
2015,January,Power Construction Corp,$390 ,,CFE,Energy,Hydro,Mexico,North America,0
2015,January,China Energy Engineering,"$1,620 ",,,Energy,,Venezuela,South America,0
2015,January,State Construction Engineering,$430 ,,,Real estate,Construction,Malaysia,East Asia,1
2015,January,China Railway Construction,$600 ,,,Transport,Aviation,Djibouti,Sub-Saharan Africa,0
2015,January,State Construction Engineering,$170 ,,,Transport,Autos,United States,USA,0
2015,January,Shanghai Greenland,"$3,220 ",,,Real estate,Property,South Korea,East Asia,1
2015,January,Ping An,$480 ,100%,Tower Place,Real estate,Property,United Kingdom,Europe,0
2015,January,Dalian Wanda,$790 ,100%,Gold Fields House and Fairfax House,Real estate,Property,Australia,Australia,0
2015,January,Oceanwide Holdings,$300 ,,,Real estate,Property,United States,USA,0
2015,January,Shanghai Greenland,$660 ,,,Real estate,Property,Malaysia,East Asia,1
2015,January,Tencent and Renren,$100 ,,Singulariteam,Technology,,Israel,Europe,1
2015,January,Ningbo Joyson,$110 ,75%,Quin GmbH,Transport,Autos,Germany,Europe,0
2015,January,Gansu Tianqing,$120 ,,,Real estate,Property,Canada,North America,0
2015,February,Power Construction Corp,$650 ,,,Energy,Hydro,Cameroon,Sub-Saharan Africa,0
2015,February,State Construction Engineering,$170 ,,Arenco,Tourism,,United Arab Emirates,Arab Middle East and North Africa,1
2015,February,China Communications Construction,$300 ,,,Transport,Aviation,Ethiopia,Sub-Saharan Africa,1
2015,February,Huaneng and Shandong RuYi,"$1,810 ",,,Energy,Coal,Pakistan,West Asia,1
2015,February,Sinomach,$110 ,,,Energy,,Mali,Sub-Saharan Africa,0
2015,February,Power Construction Corp,$240 ,,,Energy,Hydro,Haiti,North America,0
2015,February,China Railway Engineering,$290 ,,,Transport,Autos,Timor-Leste,East Asia,1
2015,February,China Railway Engineering,$150 ,,,Metals,,Kazakhstan,West Asia,1
2015,February,Anbang,"$1,030 ",63%,Tong Yang Life,Finance,,South Korea,East Asia,1
2015,February,Anbang,"$1,670 ",100%,Vivat,Finance,,Netherlands,Europe,0
2015,February,Dalian Wanda,"$1,190 ",68%,Infront Sports & Media,Entertainment,,Switzerland,Europe,0
2015,February,CIC,"$1,190 ",,Mori Trust,Real estate,Property,Japan,East Asia,0
2015,February,Anbang,$400 ,,Blackstone,Real estate,Property,United States,USA,0
2015,February,Huawei,$170 ,,,Technology,,India,West Asia,1
2015,February,China Launch and Tracking Control General,$300 ,,,Technology,,Argentina,South America,0
2015,February,Sunshine Insurance,$230 ,100%,Baccarat Hotel,Tourism,,United States,USA,0
2015,February,Anhui Zhongding,$110 ,100%,Wegu Holding,Transport,Autos,Germany,Europe,0
2015,February,Sinomach,$380 ,75%,OEDAS and OEPAS,Energy,,Turkey,West Asia,1
2015,February,China Communications Construction,$100 ,,PT. Suluh Cemerlang,Real estate,Property,Indonesia,East Asia,1
2015,February,"SAIC, Wuling",$390 ,56%,,Transport,Autos,India,West Asia,1
2015,March,Power Construction Corp,$300 ,,,Energy,Alternative,Argentina,South America,0
2015,March,"China Railway Construction, China Energy Engineering",$160 ,,,Transport,Autos,Pakistan,West Asia,1
2015,March,CITIC,$300 ,,,Transport,Autos,Belarus,Europe,1
2015,March,Jinko Solar,$100 ,,,Energy,Alternative,Malaysia,East Asia,1
2015,March,Geo-Jade Petroleum,$350 ,100%,KoZhan,Energy,Oil,Kazakhstan,West Asia,1
2015,March,Geo-Jade Petroleum,$120 ,100%,Caspian Nature Resources,Energy,Oil,Kazakhstan,West Asia,1
2015,March,CITIC,$730 ,55%,United Envirotech,Utilities,,Singapore,East Asia,1
2015,March,Cinda,$140 ,65%,,Real estate,Property,United States,USA,0
2015,March,Alibaba,$200 ,,Snapchat,Entertainment,,United States,USA,0
2015,March,Fosun,$140 ,5%,Thomas Cook Group,Tourism,,United Kingdom,Europe,0
2015,March,Geely Auto,$370 ,,,Transport,Autos,United Kingdom,Europe,0
2015,March,Hunan TV,$380 ,,Lionsgate,Entertainment,,United States,USA,0
2015,March,Huadian,$870 ,55%,Bukit Asam,Energy,Coal,Indonesia,East Asia,1
2015,April,State Construction Engineering,$270 ,,,Real estate,Construction,Ethiopia,Sub-Saharan Africa,1
2015,April,State Construction Engineering,$160 ,,,Real estate,Construction,Sri Lanka,West Asia,1
2015,April,China Railway Construction,"$1,930 ",,,Real estate,Construction,Zimbabwe,Sub-Saharan Africa,0
2015,April,State Construction Engineering,$460 ,,,Other,Education,Kuwait,Arab Middle East and North Africa,1
2015,April,China Communications Construction,$400 ,,,Transport,Autos,Kyrgyzstan,West Asia,1
2015,April,State Construction Engineering,$410 ,,,Transport,Autos,Mozambique,Sub-Saharan Africa,0
2015,April,China Railway Construction,$600 ,,Egypt Rail,Transport,Rail,Egypt,Arab Middle East and North Africa,1
2015,April,China Railway Construction,"$3,510 ",,,Transport,Rail,Nigeria,Sub-Saharan Africa,0
2015,April,China Communications Construction,$350 ,,,Transport,Shipping,Ghana,Sub-Saharan Africa,0
2015,April,China Communications Construction,$200 ,,,Transport,Aviation,Uganda,Sub-Saharan Africa,0
2015,April,Sinopec,$450 ,,,Chemicals,,Saudi Arabia,Arab Middle East and North Africa,1
2015,April,China National Building Material,$100 ,,Arabian Cement,Real estate,Construction,Saudi Arabia,Arab Middle East and North Africa,1
2015,April,Power Construction Corp,"$1,500 ",,PDVSA,Energy,Coal,Venezuela,South America,0
2015,April,State Construction Engineering,$750 ,,Dalian Wanda,Real estate,Construction,United Kingdom,Europe,0
2015,April,Quan Lin Group,"$1,990 ",,,Other,Timber,United States,USA,0
2015,April,Power Construction Corp,"$1,070 ",51%,Al Mirqab Capital,Energy,Coal,Pakistan,West Asia,1
2015,April,Shandong Iron,$770 ,75%,African Minerals,Metals,Steel,Sierra Leone,Sub-Saharan Africa,0
2015,April,Fosun,$300 ,20%,Cirque de Soliel,Entertainment,,Canada,North America,0
2015,April,China Life and Ping An,$330 ,,Tishman Speyer,Real estate,Property,United States,USA,0
2015,April,China Vanke,$130 ,51%,Bush Tower,Real estate,Property,United States,USA,0
2015,April,Fosun,$380 ,75%,Five Dock and Fortitude Valley,Real estate,Property,Australia,Australia,0
2015,April,Tencent,$130 ,15%,Glu Mobile,Technology,Telecom,United States,USA,0
2015,April,Hua Capital and CITIC,"$1,900 ",100%,Omnivision Technologies,Technology,,United States,USA,0
2015,April,Cybernaut,$200 ,,Skolkovo Foundation,Technology,,Russia,West Asia,0
2015,April,SAFE,$730 ,,Madrilena Red de Gas,Energy,Gas,Spain,Europe,0
2015,April,Yantai Xinchao,$320 ,,Juno Energy,Energy,Oil,United States,USA,0
2015,April,CSR,$190 ,100%,Specialist Machine Developments,Transport,Shipping,United Kingdom,Europe,0
2015,April,AVIC,$220 ,100%,Align Aerospace,Transport,Aviation,United States,USA,0
2015,May,Tebian Electric Apparatus,$190 ,,,Energy,Alternative,Pakistan,West Asia,1
2015,May,Sinosteel,$210 ,,H. E. Power,Energy,Hydro,Malawi,Sub-Saharan Africa,0
2015,May,CNPC,$330 ,,ADCO,Energy,Oil,United Arab Emirates,Arab Middle East and North Africa,1
2015,May,Sinosteel,$740 ,,Chek-Su. VK.,Metals,Steel,Russia,West Asia,0
2015,May,Sinosteel,$120 ,,DBM,Metals,Steel,Indonesia,East Asia,1
2015,May,State Construction Engineering,$160 ,,,Other,Industry,Malaysia,East Asia,1
2015,May,Sinoma,$160 ,,Limak Holdings,Real estate,Construction,Turkey,West Asia,1
2015,May,China Electronics Corporation,$100 ,,,Real estate,Construction,Brazil,South America,0
2015,May,China Communications Construction,$200 ,,,Transport,Autos,Brunei,East Asia,1
2015,May,China Railway Engineering,$400 ,,Solel Boneh,Transport,Rail,Israel,Europe,1
2015,May,China Energy Engineering,$990 ,,,Utilities,,Egypt,Arab Middle East and North Africa,1
2015,May,Sinopec,$220 ,,IRPC,Chemicals,,Thailand,East Asia,1
2015,May,Sinomach,$480 ,,Electricite du Laos,Energy,,Laos,East Asia,1
2015,May,China Communications Construction,$130 ,,,Transport,Autos,Cambodia,East Asia,1
2015,May,Power Construction Corp,$130 ,,Aperture Green Power,Energy,Alternative,Kenya,Sub-Saharan Africa,0
2015,May,Zhongman Petroleum,$530 ,,,Energy,Oil,Iraq,Arab Middle East and North Africa,1
2015,May,Power Construction Corp,$780 ,,,Energy,Hydro,Indonesia,East Asia,1
2015,May,Sinoma,$100 ,,Votorantim Cimento,Real estate,Construction,Turkey,West Asia,1
2015,May,Trina Solar,$160 ,,,Energy,Alternative,Thailand,East Asia,1
2015,May,BYD,$100 ,,,Energy,Alternative,Brazil,South America,0
2015,May,China Communications Bank,$170 ,80%,Banco BBM SA,Finance,Banking,Brazil,South America,0
2015,May,Fosun,"$1,840 ",80%,Ironshore,Finance,,United States,USA,0
2015,May,Guangdong Rising Asset Management,$810 ,80%,Panaust,Metals,Copper,Australia,Australia,0
2015,May,Zijin Mining,$410 ,50%,Ivanhoe Kamoa,Metals,Copper,Congo,Sub-Saharan Africa,0
2015,May,Zijin Mining,$300 ,50%,Barrick Niugini,Metals,,Papua New Guinea,East Asia,0
2015,May,China Small and Medium Enterprise Investment,$790 ,,Gujarat government,Other,Textiles,India,West Asia,1
2015,May,CITIC,$120 ,80%,IFC,Real estate,Property,Rwanda,Sub-Saharan Africa,0
2015,May,CITIC,$120 ,80%,IFC,Real estate,Property,Kenya,Sub-Saharan Africa,0
2015,May,Shanghai Shenglong,$140 ,,,Real estate,Property,Australia,Australia,0
2015,May,Shandong Bright Ruby,$340 ,,Hilton Worldwide,Tourism,,Australia,Australia,0
2015,May,CIC,"$1,800 ",100%,RF Power Units,Technology,,Netherlands,Europe,0
2015,May,SAIC,$280 ,49%,Weststar Maxus,Transport,Autos,Malaysia,East Asia,1
2015,May,Shanghai International Port,"$1,990 ",,Haifa,Transport,Shipping,Israel,Europe,1
2015,May,Sichuan Hanlong,"$2,700 ",,,Metals,,Tanzania,Sub-Saharan Africa,0
2015,May,Geely Auto,$500 ,,,Transport,Autos,United States,USA,0
2015,May,Zhongrun Resources,"$1,940 ",,,Metals,Steel,Mongolia,East Asia,1
2015,May,Jumei,$130 ,,It's Skin,Other,Consumer,South Korea,East Asia,1
2015,May,CEFC,$100 ,5%,J&T Finance,Finance,Investment,Czech Rep.,Europe,1
2015,May,China National Building Material,$190 ,,,Real estate,Construction,Egypt,Arab Middle East and North Africa,1
2015,May,MCC,$230 ,,,Real estate,Property,Singapore,East Asia,1
2015,June,Sinolight,$300 ,,Oman Sugar,Agriculture,,Oman,Arab Middle East and North Africa,1
2015,June,China Communications Construction,$470 ,,Swansea Power,Energy,Alternative,United Kingdom,Europe,0
2015,June,China Railway Engineering,$380 ,,JSC Russian Railways,Transport,Rail,Russia,West Asia,0
2015,June,China Railway Engineering,"$1,400 ",,,Transport,Rail,Tanzania,Sub-Saharan Africa,0
2015,June,China Communications Construction,$670 ,33%,Samsung and ACS,Transport,Autos,Australia,Australia,0
2015,June,Sinoma,$270 ,,SARL Biskra Ciment,Real estate,Construction,Algeria,Arab Middle East and North Africa,0
2015,June,China Railway Corp and Norinco,"$1,620 ",,,Transport,Rail,Pakistan,West Asia,1
2015,June,Genertec,$100 ,,,Utilities,,Sri Lanka,West Asia,1
2015,June,Sinopec,$140 ,,,Energy,Oil,Saudi Arabia,Arab Middle East and North Africa,1
2015,June,ZOJE Resources,$440 ,,,Agriculture,,Russia,West Asia,0
2015,June,China Construction Bank,"$1,500 ",,Royal Bank of Scotland,Finance,Banking,Australia,Australia,0
2015,June,China Minsheng Investment,"$1,500 ",,,Finance,Investment,Singapore,East Asia,1
2015,June,Uphill Investment,$730 ,100%,Integrated Silicon Solution Inc.,Technology,,United States,USA,0
2015,June,Jin Jiang Hotels,$430 ,4%,Accor Hotels,Tourism,,France,Europe,0
2015,June,AVIC,$800 ,100%,Henniges,Transport,Autos,United States,USA,0
2015,June,"ChemChina, SAFE","$7,860 ","26, 26%",Pirelli,Transport,Autos,Italy,Europe,0
2015,June,Shanghai Greenland,$130 ,,,Real estate,Property,Australia,Australia,0
2015,June,Wanxiang,$100 ,,,Energy,Alternative,United States,USA,0
2015,June,SAFE,"$1,220 ",2%,Intesa Sanpaolo,Finance,Banking,Italy,Europe,0
2015,June,SAFE,$820 ,2%,Unicredit,Finance,Banking,Italy,Europe,0
2015,July,State Construction Engineering,"$1,100 ",,,Energy,Coal,Zimbabwe,Sub-Saharan Africa,0
2015,July,State Construction Engineering,$420 ,,,Transport,Shipping,Djibouti,Sub-Saharan Africa,0
2015,July,State Grid,"$2,200 ",,,Energy,,Brazil,South America,0
2015,July,State Construction Engineering,$130 ,,Damac Crescent,Tourism,,United Arab Emirates,Arab Middle East and North Africa,1
2015,July,State Construction Engineering,$100 ,,,Real estate,Construction,Malaysia,East Asia,1
2015,July,China Western Power Industrial,$180 ,,Sermsappaisal,Energy,Alternative,Thailand,East Asia,1
2015,July,Huawei,$240 ,,,Technology,Telecom,Guinea,Sub-Saharan Africa,0
2015,July,Power Construction Corp,"$1,360 ",,S.Alam,Energy,Coal,Bangladesh,West Asia,1
2015,July,State Construction Engineering,$240 ,,,Real estate,Construction,Cambodia,East Asia,1
2015,July,China Communications Construction,$190 ,,,Energy,,Mozambique,Sub-Saharan Africa,0
2015,July,China Energy Engineering,$200 ,,,Energy,Hydro,Gabon,Sub-Saharan Africa,0
2015,July,State Construction Engineering,$100 ,,,Entertainment,,Gabon,Sub-Saharan Africa,0
2015,July,Sinomach,$180 ,,,Chemicals,,Bolivia,South America,0
2015,July,Fosun,$230 ,100%,Hauck & Aufhaeuser,Finance,Banking,Germany,Europe,0
2015,July,CIC,"$1,150 ",100%,CBRE Global Investors,Real estate,Property,France,Europe,0
2015,July,CIC,$290 ,100%,CBRE Global Investors,Real estate,Property,Belgium,Europe,0
2015,July,Taiping Life,$230 ,,Witkoff Fisher Brothers and Howard Lorber,Real estate,Property,United States,USA,0
2015,July,CIC,"$1,790 ",,Morgan Stanley,Real estate,Property,Australia,Australia,0
2015,July,China Minsheng Investment,"$2,200 ",100%,Sirius International Insurance,Finance,,Sweden,Europe,0
2015,July,HNA,"$2,810 ",100%,Swissport International,Logistics,,Switzerland,Europe,0
2015,July,Fosun,$380 ,,,Real estate,Property,Italy,Europe,0
2015,July,Hong Han,$110 ,,Genting,Real estate,Property,South Korea,East Asia,1
2015,July,NetDragon,$130 ,100%,Promethean World,Entertainment,,United Kingdom,Europe,0
2015,July,China Energy Engineering,"$1,310 ",70%,JAKS Resources,Energy,Coal,Vietnam,East Asia,1
2015,July,Sinoenergy,$170 ,100%,New Star Energy,Energy,Gas,Canada,North America,0
2015,July,Hongshi,$250 ,70%,Shiva Cement,Real estate,Construction,Nepal,West Asia,1
2015,July,Shanghai Construction,$130 ,,Kuafu,Real estate,Property,United States,USA,0
2015,July,"Power Construction Corp, HTG",$750 ,30%,S.Alam,Energy,Coal,Bangladesh,West Asia,1
2015,July,"Power Construction Corp, China Railway Construction",$220 ,,,Metals,Copper,Dem. Rep. Congo,Sub-Saharan Africa,0
2015,July,"Southern Power, State Power Investment","$1,760 ","50, 45%",Vinacomin,Energy,Coal,Vietnam,East Asia,1
2015,July,Alibaba,$150 ,,Singapore Post,Logistics,,Singapore,East Asia,1
2015,July,Tsingshan Steel,$510 ,50%,Bintang Delapan,Metals,Steel,Indonesia,East Asia,1
2015,August,MCC,"$1,040 ",,,Transport,Autos,Sri Lanka,West Asia,1
2015,August,China Communications Construction,$700 ,,,Logistics,,Cameroon,Sub-Saharan Africa,0
2015,August,State Construction Engineering,$140 ,,,Real estate,Construction,Panama,North America,1
2015,August,Sinoma,$290 ,,Dangote,Real estate,Construction,Kenya,Sub-Saharan Africa,0
2015,August,Sinoma,$290 ,,Dangote,Real estate,Construction,Nepal,West Asia,1
2015,August,Sinoma,$240 ,,Dangote,Real estate,Construction,Ethiopia,Sub-Saharan Africa,1
2015,August,Sinoma,$140 ,,Dangote,Real estate,Construction,Niger,Sub-Saharan Africa,0
2015,August,Sinoma,$140 ,,Dangote,Real estate,Construction,Zambia,Sub-Saharan Africa,0
2015,August,Sinoma,$120 ,,Dangote,Real estate,Construction,Cameroon,Sub-Saharan Africa,0
2015,August,Sinoma,$120 ,,Dangote,Real estate,Construction,Mali,Sub-Saharan Africa,0
2015,August,China Communications Construction,$120 ,,WIKA and PP,Transport,Autos,Indonesia,East Asia,1
2015,August,Norinco,$230 ,,Ethiopian Electric Power,Energy,,Ethiopia,Sub-Saharan Africa,1
2015,August,China Communications Construction,$100 ,,,Transport,Autos,Papua New Guinea,East Asia,0
2015,August,Western Power,$570 ,,Africa Energy,Energy,,Senegal,Sub-Saharan Africa,0
2015,August,Power Construction Corp,$210 ,,,Energy,Hydro,Laos,East Asia,1
2015,August,Power Construction Corp,$110 ,,,Energy,Hydro,Indonesia,East Asia,1
2015,August,Oceanwide Holdings,$390 ,,Howard Hughes,Real estate,Property,United States,USA,0
2015,August,Phicomm,$100 ,,,Technology,Telecom,India,West Asia,1
2015,August,Dalian Wanda,$900 ,100%,World Triathlon Corp,Entertainment,,United States,USA,0
2015,August,CITIC,$100 ,,Uber,Transport,Autos,United States,USA,0
2015,August,Alibaba,$200 ,4%,Snapdeal,Other,Consumer,India,West Asia,1
2015,August,Three Gorges,$490 ,,Triunfo Participacoes,Energy,,Brazil,South America,0
2015,August,Power Construction Corp,$120 ,,,Energy,Alternative,Pakistan,West Asia,1
2015,August,Anhui Conch,$310 ,,,Real estate,Construction,Russia,West Asia,0
2015,August,State Construction Engineering,$250 ,,,Tourism,,Bahamas,North America,0
2015,August,Shenzhen Hepalink,$210 ,100%,Cytovance Biologics,Other,Medical,United States,USA,0
2015,August,Jangho,$150 ,,Vision Eye,Other,Medical,Australia,Australia,0
2015,August,Guangdong Midea,$170 ,5%,Kuka,Technology,,Germany,Europe,0
2015,August,Shanghai Municipal,$160 ,,Ceruzzi Properties,Real estate,Property,United States,USA,0
2015,August,ZTE,"$1,440 ",,,Energy,Alternative,Pakistan,West Asia,1
2015,September,Sinoma,$600 ,,BUA,Real estate,Construction,Nigeria,Sub-Saharan Africa,0
2015,September,China Henan International Cooperation,$490 ,,,Transport,Autos,Zambia,Sub-Saharan Africa,0
2015,September,State Construction Engineering,$330 ,,,Transport,Autos,Brunei,East Asia,1
2015,September,China Communications Construction,$260 ,,,Transport,Autos,Colombia,South America,0
2015,September,China Communications Construction,$500 ,,,Transport,Autos,Iran,West Asia,1
2015,September,Three Gorges,"$1,380 ",,,Energy,Hydro,Guinea,Sub-Saharan Africa,0
2015,September,Sinomach,$220 ,,,Real estate,Construction,Ecuador,South America,0
